15619360,Hsiao,472,Spain,Male,40,4,0,1,70154.22,4,DIAMOND,545
15738148,Clarke,465,France,Female,51,8,122522.32,0,181297.65,5,SILVER,828
15687946,Osborne,556,France,Female,61,2,117419.35,1,94153.83,3,PLATINUM,789
15755196,Lavine,834,France,Female,49,2,131394.56,0,194365.76,2,GOLD,567
15684171,Bianchi,660,Spain,Female,61,5,155931.11,1,158338.39,1,PLATINUM,884
15754849,Tyler,776,Germany,Female,32,4,109421.13,1,126517.46,1,SILVER,296
15602280,Martin,829,Germany,Female,27,9,112045.67,1,119708.21,3,DIAMOND,779
15771573,Okagbue,637,Germany,Female,39,9,137843.8,1,117622.8,1,SILVER,730
15766205,Yin,550,Germany,Male,38,2,103391.38,0,90878.13,3,DIAMOND,960
15771873,Buccho,776,Germany,Female,37,2,103769.22,1,194099.12,1,SILVER,268
15616550,Chidiebele,698,Germany,Male,44,10,116363.37,1,198059.16,4,SILVER,829
15768193,Trevisani,585,Germany,Male,36,5,146050.97,0,86424.57,3,SILVER,665
15683553,O'Brien,788,France,Female,33,5,0,0,116978.19,3,GOLD,982
15702298,Parkhill,655,Germany,Male,41,8,125561.97,0,164040.94,3,SILVER,343
15569590,Yoo,601,Germany,Male,42,1,98495.72,1,40014.76,2,DIAMOND,225
15760861,Phillipps,619,France,Male,43,1,125211.92,1,113410.49,5,SILVER,657
15630053,Tsao,656,France,Male,45,5,127864.4,1,87107.57,2,PLATINUM,221
15647091,Endrizzi,725,Germany,Male,19,0,75888.2,0,45613.75,2,PLATINUM,406
15623944,T'ien,511,Spain,Female,66,4,0,1,1643.11,5,SILVER,549
15804771,Velazquez,614,France,Male,51,4,40685.92,1,46775.28,4,PLATINUM,954
15651280,Hunter,742,Germany,Male,35,5,136857,0,84509.57,4,GOLD,823
15773469,Clark,687,Germany,Female,27,9,152328.88,0,126494.82,5,DIAMOND,769
15702014,Jeffrey,555,Spain,Male,33,1,56084.69,0,178798.13,5,PLATINUM,481
15751208,Pirozzi,684,Spain,Male,56,8,78707.16,1,99398.36,4,SILVER,903
15592461,Jackson,603,Germany,Male,26,4,109166.37,1,92840.67,3,PLATINUM,882
15789484,Hammond,751,Germany,Female,36,6,169831.46,1,27758.36,5,GOLD,379
15696061,Brownless,581,Germany,Female,34,1,101633.04,1,110431.51,3,PLATINUM,469
15641582,Chibugo,735,Germany,Male,43,10,123180.01,1,196673.28,3,PLATINUM,683
15638424,Glauert,661,Germany,Female,35,5,150725.53,0,113656.85,1,GOLD,770
15755648,Pisano,675,France,Female,21,8,98373.26,1,18203,5,SILVER,985
15703793,Konovalova,738,Germany,Male,58,2,133745.44,1,28373.86,4,GOLD,725
15620344,McKee,813,France,Male,29,6,0,1,33953.87,3,PLATINUM,259
15812518,Palermo,657,Spain,Female,37,0,163607.18,0,44203.55,2,GOLD,979
15779052,Ballard,604,Germany,Female,25,5,157780.84,1,58426.81,2,SILVER,988
15770811,Wallace,519,France,Male,36,9,0,0,145562.4,2,PLATINUM,833
15780961,Cavenagh,735,France,Female,21,1,178718.19,1,22388,1,PLATINUM,527
15614049,Hu,664,France,Male,55,8,0,1,139161.64,5,SILVER,220
15662085,Read,678,France,Female,32,9,0,1,148210.64,4,GOLD,983
15575185,Bushell,757,Spain,Male,33,5,77253.22,0,194239.63,3,SILVER,582
15803136,Postle,416,Germany,Female,41,10,122189.66,1,98301.61,3,SILVER,281
15706021,Buley,665,France,Female,34,1,96645.54,0,171413.66,3,DIAMOND,798
15663706,Leonard,777,France,Female,32,2,0,1,136458.19,5,SILVER,917
15641732,Mills,543,France,Female,36,3,0,0,26019.59,2,DIAMOND,255
15701164,Onyeorulu,506,France,Female,34,4,90307.62,1,159235.29,4,SILVER,511
15738751,Beit,493,France,Female,46,4,0,1,1907.66,1,SILVER,498
15805254,Ndukaku,652,Spain,Female,75,10,0,1,114675.75,5,DIAMOND,651
15762418,Gant,750,Spain,Male,22,3,121681.82,1,128643.35,2,SILVER,852
15625759,Rowley,729,France,Male,30,9,0,1,151869.35,1,DIAMOND,807
15622897,Sharpe,646,France,Female,46,4,0,1,93251.42,3,PLATINUM,470
15767954,Osborne,635,Germany,Female,28,3,81623.67,1,156791.36,1,DIAMOND,659
15757535,Heap,647,Spain,Female,44,5,0,1,174205.22,3,DIAMOND,752
15731511,Ritchie,808,France,Male,45,7,118626.55,1,147132.46,1,SILVER,559
15809248,Cole,524,France,Female,36,10,0,1,109614.57,2,GOLD,375
15640635,Capon,769,France,Male,29,8,0,1,172290.61,2,DIAMOND,411
15676966,Capon,730,Spain,Male,42,4,0,0,85982.47,4,DIAMOND,722
15699461,Fiorentini,515,Spain,Male,35,10,176273.95,0,121277.78,1,GOLD,231
15738721,Graham,773,Spain,Male,41,9,102827.44,0,64595.25,5,DIAMOND,488
15693683,Yuille,814,Germany,Male,29,8,97086.4,1,197276.13,2,GOLD,965
15604348,Allard,710,Spain,Male,22,8,0,0,99645.04,4,SILVER,289
15633059,Fanucci,413,France,Male,34,9,0,0,6534.18,1,PLATINUM,449
15808582,Fu,665,France,Female,40,6,0,1,161848.03,2,SILVER,651
15743192,Hung,623,France,Female,44,6,0,0,167162.43,2,DIAMOND,520
15580146,Hung,738,France,Male,31,9,82674.15,1,41970.72,4,DIAMOND,234
15776605,Bradley,528,Spain,Male,36,7,0,1,60536.56,5,SILVER,458
15804919,Dunbabin,670,Spain,Female,65,1,0,1,177655.68,2,GOLD,915
15613854,Mauldon,622,Spain,Female,46,4,107073.27,1,30984.59,3,GOLD,299
15599195,Stiger,582,Germany,Male,32,1,88938.62,1,10054.53,4,GOLD,838
15812878,Parsons,785,Germany,Female,36,2,99806.85,0,36976.52,5,PLATINUM,786
15602312,Walkom,605,Spain,Male,33,5,150092.8,0,71862.79,3,DIAMOND,509
15744689,T'ang,479,Germany,Male,35,9,92833.89,1,99449.86,3,DIAMOND,328
15803526,Eremenko,685,Germany,Male,30,3,90536.81,0,63082.88,4,SILVER,347
15665790,Rowntree,538,Germany,Male,39,7,108055.1,1,27231.26,5,SILVER,534
15715951,Thorpe,562,France,Male,42,2,100238.35,0,86797.41,5,PLATINUM,709
15591100,Chiemela,675,Spain,Male,36,9,106190.55,0,22994.32,4,SILVER,749
15609618,Fanucci,721,Germany,Male,28,9,154475.54,0,101300.94,5,PLATINUM,541
15675522,Ko,628,Germany,Female,30,9,132351.29,1,74169.13,2,GOLD,736
15705512,Welch,668,Germany,Female,37,6,167864.4,1,115638.29,4,SILVER,529
15698028,Duncan,506,France,Female,41,1,0,1,31766.3,4,GOLD,594
15661670,Chidozie,524,Germany,Female,31,8,107818.63,1,199725.39,1,SILVER,462
15600781,Wu,699,Germany,Male,34,4,185173.81,1,120834.48,3,PLATINUM,429
15682472,Culbreth,828,France,Male,34,8,129433.34,0,38131.77,4,SILVER,370
15580203,Kennedy,674,Spain,Male,39,6,120193.42,0,100130.95,1,PLATINUM,510
15690673,Cameron,656,France,Female,39,6,0,1,141069.88,4,DIAMOND,638
15760085,Calabresi,684,Germany,Female,48,10,126384.42,1,198129.36,1,GOLD,462
15779659,Zetticci,625,France,Female,28,3,0,0,183646.41,4,GOLD,718
15627360,Fuller,432,France,Male,42,9,152603.45,1,110265.24,3,DIAMOND,437
15671137,MacDonald,549,France,Female,52,1,0,0,8636.05,4,DIAMOND,485
15782688,Piccio,625,Germany,Male,56,0,148507.24,1,46824.08,3,PLATINUM,410
15575492,Kennedy,828,France,Female,41,7,0,1,171378.77,2,PLATINUM,666
15591607,Fernie,770,France,Male,24,9,101827.07,1,167256.35,4,GOLD,730
15740404,He,758,France,Female,34,3,0,1,124226.16,2,PLATINUM,375
15718369,Kaodilinakachukwu,795,Germany,Female,33,9,130862.43,1,114935.21,5,GOLD,411
15677871,Cocci,687,France,Male,38,9,122570.87,1,35608.88,4,DIAMOND,595
15642004,Alekseeva,686,France,Male,25,1,0,0,16459.37,1,DIAMOND,578
15712543,Chinweike,789,Germany,Male,39,7,124828.46,1,124411.08,2,PLATINUM,377
15584518,Arthur,589,Germany,Female,50,5,144895.05,1,34941.23,2,GOLD,831
15802381,Li,461,Germany,Female,34,5,63663.93,0,167784.28,1,SILVER,497
15610156,Ma,637,France,Male,40,2,133463.1,0,93165.34,1,PLATINUM,374
15594408,Chia,584,Spain,Female,48,2,213146.2,1,75161.25,4,DIAMOND,814
15640905,Vasin,579,Spain,Female,35,1,129490.36,0,8590.83,4,GOLD,247
15698932,Groves,756,Germany,Male,44,10,137452.09,1,189543.9,5,PLATINUM,965
15724944,Tien,663,France,Male,34,7,0,1,180427.24,3,SILVER,912
15628145,Forwood,682,France,Female,43,5,125851.93,1,193318.33,4,GOLD,462
15713483,Greeves,793,Spain,Male,52,2,0,1,159123.82,5,GOLD,883
15612350,Taylor,691,France,Female,31,5,40915.55,1,126213.84,2,SILVER,402
15800703,Madukwe,485,Spain,Female,21,5,113157.22,1,54141.5,4,GOLD,764
15705707,Bennelong,635,Spain,Female,29,8,138296.94,1,141075.51,1,PLATINUM,608
15754105,Olisanugo,650,France,Male,37,5,106967.18,0,24495.03,5,PLATINUM,652
15703264,Chukwufumnanya,735,France,Male,44,9,120681.63,1,74836.34,2,SILVER,520
15794413,Harris,416,France,Male,32,0,0,0,878.87,5,GOLD,884
15650237,Morgan,754,Spain,Female,32,7,0,1,89520.75,1,SILVER,800
15759618,Alexeeva,535,France,Female,48,9,0,1,149892.79,4,GOLD,697
15811589,Metcalfe,716,Spain,Male,42,8,0,1,180800.42,2,SILVER,427
15689044,Humphries,539,France,Male,37,2,127609.59,1,98646.22,1,DIAMOND,620
15709368,Milne,614,France,Female,43,6,0,1,109041.53,1,PLATINUM,318
15679145,Chou,706,Spain,Male,57,7,0,1,17941.16,1,GOLD,701
15655007,Li,758,France,Female,33,7,0,0,82996.47,4,PLATINUM,953
15623595,Clayton,586,Spain,Female,28,2,0,1,92067.35,5,PLATINUM,635
15589975,Maclean,646,France,Female,73,6,97259.25,0,104719.66,1,PLATINUM,250
15804017,Chigolum,631,Germany,Female,33,4,123246.7,0,112687.57,3,SILVER,662
15692132,Wilkinson,717,Spain,Female,22,6,101060.25,0,84699.56,2,GOLD,666
15641122,Wei,684,France,Male,30,2,0,1,83473.82,4,DIAMOND,699
15630910,Treacy,800,France,Female,49,7,108007.36,0,47125.11,3,PLATINUM,855
15680772,Hu,721,Spain,Female,36,2,0,1,106977.8,5,SILVER,534
15658929,Taverner,683,Spain,Male,29,0,133702.89,1,55582.54,1,PLATINUM,388
15585388,Sherman,660,Germany,Male,31,9,125189.75,1,139874.43,5,GOLD,612
15724623,Taubman,704,Germany,Female,24,7,113034.22,1,162503.48,2,PLATINUM,801
15588537,Robinson,615,Spain,Female,41,9,109013.23,1,196499.96,1,PLATINUM,561
15574692,Pinto,667,Spain,Female,39,2,0,1,40721.24,5,PLATINUM,308
15611325,Wood,682,Germany,Male,24,9,57929.81,0,53134.3,5,SILVER,643
15587562,Hawkins,484,France,Female,29,4,130114.39,1,164017.89,1,GOLD,249
15613172,Sun,628,Germany,Male,27,5,95826.49,1,155996.96,2,SILVER,818
15651022,Yost,480,Germany,Male,44,10,129608.57,1,5472.7,1,GOLD,775
15586310,Ting,578,France,Male,30,4,169462.09,1,112187.11,5,DIAMOND,872
15625524,Rowe,512,France,Male,40,5,0,1,146457.83,3,DIAMOND,435
15755209,Fu,484,Spain,Female,35,7,133868.21,1,27286.1,2,SILVER,415
15645248,Ho,510,France,Female,30,0,0,1,130553.47,2,DIAMOND,430
15790355,Okechukwu,606,Germany,Male,36,5,190479.48,0,179351.89,5,PLATINUM,929
15762615,Campbell,597,Spain,Female,40,8,101993.12,0,94774.12,5,SILVER,681
15625426,Ashbolt,754,Germany,Female,55,3,161608.81,1,8080.85,4,GOLD,810
15716334,Rozier,850,Spain,Female,45,2,122311.21,1,19482.5,5,GOLD,739
15789669,Hsia,510,France,Male,65,2,0,1,48071.61,1,SILVER,280
15621075,Ogbonnaya,778,Germany,Female,45,1,162150.42,1,174531.27,2,DIAMOND,250
15810845,T'ang,636,France,Male,42,2,0,1,55470.78,4,PLATINUM,991
15719377,Cocci,804,France,Female,50,4,0,1,8546.87,2,GOLD,482
15654506,Chang,514,France,Male,32,8,0,1,95857.18,4,PLATINUM,423
15771977,T'ao,730,France,Female,39,1,99010.67,1,194945.8,5,GOLD,260
15708710,Ford,525,Spain,Female,37,0,0,0,131521.72,5,SILVER,642
15726676,Marshall,616,Spain,Male,30,5,0,0,196108.51,4,PLATINUM,701
15587421,Tsai,687,Germany,Female,34,7,111388.18,1,148564.76,4,GOLD,570
15726931,Onwumelu,715,France,Female,41,8,56214.85,0,92982.61,4,GOLD,790
15771086,Graham,512,France,Female,36,3,84327.77,1,17675.36,5,PLATINUM,727
15756850,Golovanov,479,France,Male,40,1,0,0,114996.43,3,SILVER,909
15702741,Potts,601,France,Male,32,8,93012.89,1,86957.42,2,GOLD,799
15679200,Crawford,580,Spain,Male,29,9,61710.44,1,128077.8,1,DIAMOND,520
15594815,Aleshire,807,France,Male,35,3,174790.15,1,600.36,3,SILVER,861
15635905,Moran,616,Spain,Female,32,6,0,1,43001.46,5,GOLD,512
15777892,Samsonova,721,Germany,Male,37,3,107720.64,1,158591.12,1,PLATINUM,478
15656176,Jenkins,501,France,Male,57,10,0,1,47847.19,5,PLATINUM,374
15811127,Volkov,521,France,Male,35,6,96423.84,1,10488.44,4,PLATINUM,280
15604482,Chiemezie,850,Spain,Male,30,2,141040.01,1,5978.2,2,DIAMOND,615
15622911,Jude,759,France,Male,42,4,105420.18,0,121409.06,3,GOLD,435
15600974,He,516,Spain,Male,50,5,0,0,146145.93,5,GOLD,509
15727868,Onuora,711,France,Female,38,2,129022.06,1,14374.86,4,DIAMOND,321
15627801,Ginikanwa,512,Spain,Male,33,3,176666.62,1,94670.77,1,PLATINUM,726
15773039,Ku,550,France,Male,37,3,0,1,179670.31,3,GOLD,516
15755262,McDonald,608,Spain,Female,41,3,89763.84,0,199304.74,3,PLATINUM,639
15679531,Collins,618,France,Male,34,5,134954.53,1,151954.39,2,SILVER,512
15684181,Hackett,643,France,Male,45,5,0,1,142513.5,3,GOLD,730
15612087,Dike,671,France,Male,45,2,106376.85,0,158264.62,3,DIAMOND,244
15752047,Trevisano,689,Germany,Male,33,2,161814.64,1,169381.9,3,PLATINUM,292
15624592,Tan,603,France,Male,31,8,0,1,169915.02,3,GOLD,245
15573152,Glassman,620,France,Female,41,9,0,0,88852.47,3,DIAMOND,848
15594917,Miller,676,France,Female,34,1,63095.01,1,40645.81,3,SILVER,974
15785542,Kornilova,572,Germany,Male,26,4,118287.01,0,60427.3,4,DIAMOND,958
15723488,Watson,668,Germany,Male,47,7,106854.21,0,157959.02,3,GOLD,629
15680920,Marchesi,695,France,Male,46,7,49512.55,1,133007.34,3,DIAMOND,310
15786308,Millar,730,Spain,Female,33,9,0,0,176576.62,1,SILVER,621
15659366,Shih,807,France,Male,43,1,105799.32,1,34888.04,4,DIAMOND,924
15774854,Fuller,592,France,Male,54,8,0,1,28737.71,2,PLATINUM,359
15725311,Hay,726,France,Female,31,9,114722.05,1,98178.57,5,SILVER,811
15787155,Yang,514,Spain,Male,30,7,0,0,125010.24,4,DIAMOND,583
15727829,McIntyre,567,France,Male,42,2,0,1,167984.61,5,SILVER,959
15733247,Stevenson,850,France,Male,33,10,0,1,4861.72,1,SILVER,359
15568748,Poole,671,Germany,Male,45,6,99564.22,1,108872.45,3,PLATINUM,901
15699029,Bagley,670,France,Male,37,4,170557.91,1,198252.88,5,GOLD,729
15774393,Ch'ien,694,France,Female,30,9,0,1,26960.31,5,DIAMOND,829
15676895,Cattaneo,547,Germany,Female,39,6,74596.15,1,85746.52,4,SILVER,790
15637753,O'Sullivan,751,Germany,Male,50,2,96888.39,1,77206.25,2,DIAMOND,756
15605461,Lucas,594,Germany,Female,29,3,130830.22,1,61048.53,4,GOLD,873
15808473,Ringrose,673,France,Male,72,1,0,0,111981.19,3,SILVER,865
15627000,Freeman,610,France,Male,40,0,0,1,62232.6,5,GOLD,690
15787174,Sergeyev,512,France,Female,37,1,0,0,156105.03,4,PLATINUM,722
15723886,Fiore,767,Germany,Male,20,3,119714.25,0,150135.38,4,DIAMOND,535
15704769,Smith,585,France,Female,67,5,113978.97,0,93146.11,5,SILVER,580
15772896,Dumetochukwu,763,Germany,Male,42,6,100160.75,1,33462.94,3,GOLD,709
15711540,Pacheco,712,France,Female,29,2,0,1,144375,4,GOLD,930
15764866,Synnot,539,Germany,Female,43,3,116220.5,1,55803.96,4,DIAMOND,264
15794056,Johnston,668,France,Female,46,2,0,1,89048.46,1,DIAMOND,943
15795149,Stevens,703,France,Male,28,2,81173.83,0,162812.16,2,PLATINUM,388
15812009,Grant,662,Spain,Male,38,4,0,1,136259.65,5,GOLD,248
15651001,Tsao,725,Germany,Female,39,5,116803.8,1,124052.97,2,GOLD,763
15813844,Barnes,703,France,Male,37,8,105961.68,0,74158.8,1,DIAMOND,619
15596175,McIntosh,659,Germany,Male,67,6,117411.6,1,45071.09,2,SILVER,815
15576269,Madison,523,Spain,Male,34,7,0,1,62030.06,4,DIAMOND,566
15797219,Ifesinachi,635,France,Female,40,10,123497.58,1,131953.23,5,GOLD,774
15685500,Glazkov,772,Germany,Male,26,7,152400.51,1,79414,1,PLATINUM,695
15599792,Dimauro,545,France,Female,26,1,0,1,199638.56,5,PLATINUM,902
15657566,Wieck,634,Germany,Male,24,8,103097.85,1,157577.29,2,GOLD,532
15772423,Liao,739,Germany,Male,54,8,126418.14,1,134420.75,2,DIAMOND,718
15628112,Hughes,771,Germany,Female,36,5,77846.9,0,99805.99,5,PLATINUM,895
15753754,Morrison,587,Spain,Female,34,1,0,1,97932.68,4,DIAMOND,749
15793726,Matveyeva,681,France,Female,79,0,0,0,170968.99,5,DIAMOND,333
15694717,Ku,544,Germany,Male,37,2,79731.91,1,57558.95,4,DIAMOND,866
15665834,Cheatham,696,Spain,Male,28,8,0,0,176713.47,3,SILVER,671
15765297,Yao,766,Spain,Male,41,0,0,0,34283.23,4,GOLD,670
15636684,Kirkland,727,France,Male,34,10,0,1,198637.34,4,GOLD,768
15592979,Rose,671,Germany,Female,34,6,37266.67,0,156917.12,3,SILVER,565
15750803,Jess,693,France,Female,30,6,127992.25,1,50457.2,1,SILVER,483
15607178,Welch,850,Germany,Male,38,3,54901.01,1,140075.55,2,GOLD,926
15713853,Ifeajuna,732,Germany,Male,42,9,108748.08,1,65323.11,1,DIAMOND,932
15673481,Morton,726,Spain,Female,48,6,99906.19,1,64323.24,4,DIAMOND,901
15686776,Rossi,557,France,Female,32,6,184686.41,1,14956.44,3,GOLD,299
15673693,Reppert,682,France,Female,26,0,110654.02,0,111879.21,2,PLATINUM,899
15700696,Kang,738,Spain,Male,31,9,79019.8,1,18606.23,4,PLATINUM,467
15813163,Ch'iu,531,Spain,Female,36,9,99240.51,1,123137.01,1,PLATINUM,717
15653857,Wallis,498,France,Male,34,2,0,1,148528.24,1,DIAMOND,549
15777076,Clark,651,France,Male,36,7,0,1,13898.31,1,GOLD,545
15717398,Fielding,549,Spain,Female,39,7,0,0,81259.25,2,GOLD,716
15799217,Zetticci,791,Germany,Female,35,7,52436.2,1,161051.75,2,SILVER,650
15787071,Dulhunty,650,Spain,Male,41,9,0,0,191599.67,4,PLATINUM,693
15619955,Bevington,733,Germany,Male,34,3,100337.96,1,48559.19,4,PLATINUM,759
15796505,Boyle,811,Germany,Female,34,1,149297.19,1,186339.74,2,GOLD,946
15725166,Newton,707,France,Male,30,8,0,1,33159.37,5,GOLD,402
15800116,Bowman,712,Germany,Male,28,4,145605.44,0,93883.53,3,PLATINUM,465
15758685,Dubinina,706,Spain,Female,37,7,0,1,110899.3,1,GOLD,799
15694456,Toscani,756,France,Male,62,3,0,1,11199.04,3,SILVER,600
15767339,Chiazagomekpere,777,France,Female,53,10,0,1,189992.97,2,PLATINUM,306
15683562,Allen,646,France,Male,35,6,84026.86,0,164255.69,3,SILVER,635
15782210,K'ung,714,France,Male,46,1,0,1,152167.79,2,PLATINUM,747
15668893,Wilsmore,782,France,Male,39,8,0,1,33949.67,3,PLATINUM,424
15669169,Hargreaves,775,Spain,Male,29,10,0,1,68143.93,2,DIAMOND,913
15643024,Huang,479,Germany,Male,35,4,138718.92,1,47251.79,1,GOLD,751
15699389,Ch'ien,807,France,Male,42,7,118274.71,1,25885.72,3,DIAMOND,899
15708608,Wallwork,799,France,Female,22,8,174185.98,0,192633.85,3,PLATINUM,219
15626144,Chu,675,France,Male,40,7,113208.86,1,34577.36,3,SILVER,587
15573112,Kang,602,Spain,Male,29,5,103907.28,1,161229.84,2,SILVER,861
15790678,Davidson,475,France,Female,32,8,119023.28,1,100816.29,1,PLATINUM,278
15727556,O'Donnell,744,Spain,Female,26,5,166297.89,1,181694.44,1,PLATINUM,526
15697307,Nnachetam,588,Spain,Male,34,10,0,1,79078.91,2,PLATINUM,632
15652266,Chidiebele,703,Germany,Male,42,9,63227,0,137316.32,3,SILVER,301
15607098,Ahmed,747,Spain,Female,41,5,94521.17,1,194926.86,1,DIAMOND,806
15655774,Booth,583,France,Male,27,7,0,1,51285.49,1,PLATINUM,250
15590241,Chuang,750,Spain,Female,34,9,112822.26,0,150401.53,2,PLATINUM,563
15785819,Shao,681,France,Male,38,3,0,1,112491.96,1,DIAMOND,861
15723654,Tsao,773,France,Male,25,2,135903.33,1,73656.38,4,PLATINUM,790
15774510,Tien,714,France,Female,31,4,125169.26,1,106636.89,3,PLATINUM,669
15684173,Chang,687,Spain,Female,44,7,0,1,155853.52,2,SILVER,336
15650068,Johnson,511,France,Male,58,0,149117.31,1,162599.51,1,GOLD,517
15811490,French,627,France,Male,33,5,0,1,103737.82,4,PLATINUM,499
15803976,Efremov,694,France,Female,31,10,0,1,160990.27,3,SILVER,673
15682541,Hartley,616,Spain,Female,36,6,132311.71,0,15462.84,2,SILVER,268
15695699,Calabrese,687,France,Male,35,8,0,1,10334.05,5,PLATINUM,809
15624188,Chiu,712,France,Female,33,6,0,1,190686.16,5,GOLD,460
15812191,Brennan,553,France,Male,33,4,118082.89,0,94440.45,4,SILVER,221
15636673,Onwuatuegwu,667,France,Male,31,1,119266.69,1,28257.63,2,SILVER,730
15594898,Hewitt,731,France,Male,43,2,0,1,170034.95,2,DIAMOND,777
15660211,Shih,629,Germany,Male,35,7,156847.29,1,31824.29,4,SILVER,837
15773972,Balashov,614,France,Male,50,4,137104.47,1,127166.49,1,DIAMOND,958
15746726,Doyle,438,Germany,Male,31,8,78398.69,1,44937.01,4,PLATINUM,809
15712287,Pokrovskii,652,France,Female,80,4,0,1,188603.07,1,GOLD,662
15702919,Collins,729,Germany,Male,30,6,63669.42,1,145111.37,2,GOLD,484
15674398,Russo,642,France,Male,38,3,0,0,171463.83,2,GOLD,737
15797960,Skinner,806,Germany,Female,59,0,135296.33,1,182822.5,1,SILVER,486
15631868,Robertson,744,Spain,Male,36,2,153804.44,1,87213.33,3,SILVER,252
15581539,Atkinson,474,Spain,Male,37,3,0,0,57175.32,4,SILVER,275
15662736,Doyle,559,France,Male,49,2,147069.78,1,120540.83,1,DIAMOND,245
15666252,Ritchie,706,Spain,Male,42,9,0,1,28714.34,4,PLATINUM,361
15677512,McEncroe,628,Spain,Female,22,3,0,1,85426.28,4,DIAMOND,483
15626114,Pearson,429,France,Male,24,4,95741.75,1,46170.75,2,GOLD,352
15810834,Gordon,525,Spain,Female,57,2,145965.33,1,64448.36,5,PLATINUM,337
15678910,Ts'ai,680,France,Female,30,8,141441.75,1,16278.97,1,SILVER,597
15694408,Lung,749,France,Male,40,1,139290.41,1,182855.42,1,SILVER,381
15585215,Yuan,763,France,Female,31,4,0,0,50404.72,3,PLATINUM,668
15682757,Pardey,734,France,Male,30,3,0,1,107640.25,4,DIAMOND,245
15736601,Tai,716,France,Male,35,4,144428.87,1,134132.65,2,PLATINUM,495
15601848,Scott,594,France,Male,35,2,0,1,103480.69,4,DIAMOND,378
15736008,Hunter,644,France,Female,46,9,95441.27,1,108761.05,1,SILVER,568
15669064,Mazzanti,671,Germany,Male,35,1,144848.74,1,179012.3,5,PLATINUM,731
15624528,L?,664,Germany,Male,26,7,116244.14,1,95145.14,2,GOLD,837
15598493,Beach,656,France,Male,50,7,0,0,72143.44,1,GOLD,829
15601274,Hsieh,667,Spain,Female,40,1,146502.07,1,19162.89,3,DIAMOND,230
